County,State,Population,Area in square miles - Land area,Population sq mi land,Housing units sq mi
Sumter,Georgia,"29,524",482.7,68,28.8
Talbot,Georgia,"6,195",391.39,17.5,8.7
Taliaferro,Georgia,"1,537",194.61,8.8,5.2
Tattnall,Georgia,"25,286",479.4,53.2,20.8
Taylor,Georgia,"8,020",376.69,23.6,12.1
Telfair,Georgia,"15,860",437.3,37.7,16.7
Terrell,Georgia,"8,531",335.44,27.8,12.2
Thomas,Georgia,"44,451",544.6,82.1,37
Tift,Georgia,"40,644",258.91,154.9,63.5
Toombs,Georgia,"26,830",364,74.8,33.4
Towns,Georgia,"12,037",166.56,62.9,46.4
Treutlen,Georgia,"6,901",199.44,34.5,15
Troup,Georgia,"69,922",413.99,161.9,67.7
Turner,Georgia,"7,985",285.39,31.3,13.5
Twiggs,Georgia,"8,120",358.4,25.2,11.8
Union,Georgia,"24,511",321.93,66.3,43.6
Upson,Georgia,"26,320",323.44,84,37.6
Walker,Georgia,"69,761",446.38,154,67.4
Walton,Georgia,"94,593",325.68,257.2,99.6
Ware,Georgia,"35,734",892.46,40.7,18.3
Warren,Georgia,"5,254",284.3,20.5,10.5
Washington,Georgia,"20,374",678.45,31.2,13.3
Wayne,Georgia,"29,927",641.78,46.9,19
Webster,Georgia,"2,607",209.12,13.4,7.3
Wheeler,Georgia,"7,855",295.48,25.1,8.9
White,Georgia,"30,798",240.69,112.8,66.7
Whitfield,Georgia,"104,628",290.46,353.2,137.4
Wilcox,Georgia,"8,635",377.7,24.5,9.3
Wilkes,Georgia,"9,777",469.49,22.6,11
Wilkinson,Georgia,"8,954",447.31,21.4,10
Worth,Georgia,"20,247",570.7,38,16.2
Hawaii,Hawaii,"201,513",4028.42,45.9,20.4
Honolulu,Hawaii,"974,563",600.74,1586.7,560.8
Kalawao,Hawaii,86,11.99,7.5,9.4
Kauai,Hawaii,"72,293",619.96,108.2,48.1
Maui,Hawaii,"167,417",1161.52,133.3,60.6
Ada,Idaho,"481,587",1052.58,372.8,151.5
Adams,Idaho,"4,294",1363.06,2.9,1.9
Bannock,Idaho,"87,808",1111.99,74.5,29.8
Bear Lake,Idaho,"6,125",974.78,6.1,4
Benewah,Idaho,"9,298",776.62,12,6
Bingham,Idaho,"46,811",2093.98,21.8,7.7
Blaine,Idaho,"23,021",2643.59,8.1,5.7
Boise,Idaho,"7,831",1899.24,3.7,2.8
Bonner,Idaho,"45,739",1734.57,23.6,14.2
Bonneville,Idaho,"119,062",1866.08,55.9,21.3
Boundary,Idaho,"12,245",1268.56,8.6,4.1
Butte,Idaho,"2,597",2231.67,1.3,0.6
Camas,Idaho,"1,106",1074.49,1,0.8
Canyon,Idaho,"229,849",587.37,321.6,118.2
Caribou,Idaho,"7,155",1764.15,3.9,1.8
Cassia,Idaho,"24,030",2565.08,8.9,3.3
Clark,Idaho,845,1764.19,0.6,0.3
Clearwater,Idaho,"8,756",2457.27,3.6,1.8
Custer,Idaho,"4,315",4920.94,0.9,0.6
Elmore,Idaho,"27,511",3074.74,8.8,4
Franklin,Idaho,"13,876",663.64,19.3,6.8
Fremont,Idaho,"13,099",1863.53,7.1,4.6
Gem,Idaho,"18,112",560.9,29.8,12.7
Gooding,Idaho,"15,179",728.97,21.2,8.4
Idaho,Idaho,"16,667",8477.35,1.9,1
Jefferson,Idaho,"29,871",1093.5,23.9,8
Jerome,Idaho,"24,412",597.18,37.5,13.6
Kootenai,Idaho,"165,697",1244.12,111.3,50.8
Latah,Idaho,"40,108",1076,34.6,14.9
Lemhi,Idaho,"8,027",4563.39,1.7,1
Lewis,Idaho,"3,838",478.8,8,3.9
Lincoln,Idaho,"5,366",1201.41,4.3,1.6
Madison,Idaho,"39,907",469.21,80,24
Minidoka,Idaho,"21,039",757.59,26.5,10.1
Nez Perce,Idaho,"40,408",848.09,46.3,20.6
Oneida,Idaho,"4,531",1200.06,3.6,1.6
Owyhee,Idaho,"11,823",7665.51,1.5,0.6
Payette,Idaho,"23,951",406.87,55.6,22
Power,Idaho,"7,681",1404.24,5.6,2.1
Shoshone,Idaho,"12,882",2629.66,4.9,2.7
Teton,Idaho,"12,142",449.46,22.6,12.2
Twin Falls,Idaho,"86,878",1921.21,40.2,16.2
Valley,Idaho,"11,392",3664.52,2.7,3.2
Washington,Idaho,"10,194",1452.98,7,3.1
Adams,Illinois,"65,435",855.2,78.5,34.9
Alexander,Illinois,"5,761",235.51,35,17
Bond,Illinois,"16,426",380.28,46.7,18.6
Boone,Illinois,"53,544",280.72,193,71.1
Brown,Illinois,"6,578",305.61,22.7,8.1
Bureau,Illinois,"32,628",869.03,40.2,18.1
Calhoun,Illinois,"4,739",253.82,20,11.2
Carroll,Illinois,"14,305",444.81,34.6,19
Cass,Illinois,"12,147",375.82,36.3,15.5
Champaign,Illinois,"209,689",996.27,201.8,87.9
Christian,Illinois,"32,304",709.38,49.1,21.9
Clark,Illinois,"15,441",501.42,32.6,15.5
Clay,Illinois,"13,184",468.32,29.5,13.7
Clinton,Illinois,"37,562",474.09,79.7,32.3
Coles,Illinois,"50,621",508.29,106,46.1
Cook,Illinois,"5,150,233",945.33,5495.1,2306.5
Crawford,Illinois,"18,667",443.63,44.7,19.5
Cumberland,Illinois,"10,766",346.02,31.9,14.1
DeKalb,Illinois,"104,897",631.31,166.6,65.1
De Witt,Illinois,"15,638",397.51,41.7,18.9
Douglas,Illinois,"19,465",416.66,48,20.1
DuPage,Illinois,"922,921",327.5,2799.8,1087.6
Edgar,Illinois,"17,161",623.37,29.8,14.1
Edwards,Illinois,"6,395",222.42,30.2,14.3
Effingham,Illinois,"34,008",478.78,71.5,30.4
Fayette,Illinois,"21,336",716.48,30.9,13
Ford,Illinois,"12,961",485.62,29,12.9
Franklin,Illinois,"38,469",408.89,96.8,45.3
Fulton,Illinois,"34,340",865.59,42.8,18.7
Gallatin,Illinois,"4,828",323.07,17.3,8.5
Greene,Illinois,"12,969",543.02,25.6,11.8
Grundy,Illinois,"51,054",418.04,119.8,47.8
Hamilton,Illinois,"8,116",434.67,19.5,9.4
Hancock,Illinois,"17,708",793.73,24.1,11.7
Hardin,Illinois,"3,821",177.53,24.3,14
Henderson,Illinois,"6,646",378.87,19.3,10.1
Henry,Illinois,"48,913",822.99,61.3,26.9
Iroquois,Illinois,"27,114",1117.32,26.6,12
Jackson,Illinois,"56,750",584.08,103.1,48.9
Jasper,Illinois,"9,610",494.51,19.6,8.8
Jefferson,Illinois,"37,684",571.17,68,29.7
Jersey,Illinois,"21,773",369.27,62.2,26.7
Jo Daviess,Illinois,"21,235",601.09,37.7,22.6
Johnson,Illinois,"12,417",343.92,36.6,16.3
Kane,Illinois,"532,403",520.06,990.8,350.1
Kankakee,Illinois,"109,862",676.56,167.7,66.9
Kendall,Illinois,"128,990",320.34,358.2,125.9
Knox,Illinois,"49,699",716.39,73.9,33.6
Lake,Illinois,"696,535",443.67,1585.6,586.7
LaSalle,Illinois,"108,669",1135.12,100.4,44
Lawrence,Illinois,"15,678",372.18,45.2,18.6
Lee,Illinois,"34,096",724.9,49.7,20.8
Livingston,Illinois,"35,648",1044.29,37.3,15.2
Logan,Illinois,"28,618",618.06,49,19.6
McDonough,Illinois,"29,682",589.41,55.3,24.5
McHenry,Illinois,"307,774",603.17,511.9,192.4
McLean,Illinois,"171,517",1183.38,143.3,58.9
Macon,Illinois,"104,009",580.69,190.8,86.9
Macoupin,Illinois,"44,926",862.91,55.4,25
Madison,Illinois,"262,966",715.58,376.3,163.7
Marion,Illinois,"37,205",572.36,68.9,32
Marshall,Illinois,"11,438",386.79,32.7,15.3
Mason,Illinois,"13,359",539.24,27.2,13.1
Massac,Illinois,"13,772",237.22,65,30
Menard,Illinois,"12,196",314.44,40.4,18
Mercer,Illinois,"15,437",561.2,29.3,13.1
Monroe,Illinois,"34,637",385.01,85.6,34.8
Montgomery,Illinois,"28,414",703.69,42.8,18.6
Morgan,Illinois,"33,658",568.79,62.5,27.3
Moultrie,Illinois,"14,501",335.94,44.2,18.6
Ogle,Illinois,"50,643",758.57,70.5,29.7
Peoria,Illinois,"179,179",619.21,301.2,134.1
Perry,Illinois,"20,916",441.76,50.6,21.3
Piatt,Illinois,"16,344",439.2,38.1,16.6
Pike,Illinois,"15,561",831.38,19.8,9.6
Pope,Illinois,"4,177",368.77,12.1,6.8
Pulaski,Illinois,"5,335",199.18,30.9,15.8
Putnam,Illinois,"5,739",160.16,37.5,19.2
Randolph,Illinois,"31,782",575.5,58.2,23.8
Richland,Illinois,"15,513",359.99,45.1,20.9
Rock Island,Illinois,"141,879",427.64,345,153.8
St. Clair,Illinois,"259,686",657.76,410.6,176.7
Saline,Illinois,"23,491",379.82,65.6,30.8
Sangamon,Illinois,"194,672",868.3,227.4,103.5
Schuyler,Illinois,"6,768",437.27,17.3,7.9
Scott,Illinois,"4,951",250.91,21.3,9.8
Shelby,Illinois,"21,634",758.52,29.5,13.7
Stark,Illinois,"5,342",288.08,20.8,9.3
Stephenson,Illinois,"44,498",564.52,84.5,39.1
Tazewell,Illinois,"131,803",648.97,208.6,88.6
Union,Illinois,"16,653",413.46,43.1,19.2
Vermilion,Illinois,"75,758",898.37,90.9,40.4
Wabash,Illinois,"11,520",223.25,53.5,25
Warren,Illinois,"16,844",542.41,32.6,14.2
Washington,Illinois,"13,887",562.57,26.2,11.6
Wayne,Illinois,"16,215",713.81,23.5,11.2
White,Illinois,"13,537",494.77,29.6,14.5
Whiteside,Illinois,"55,175",684.25,85.5,37.7
Will,Illinois,"690,743",836.91,809.6,283.8
Williamson,Illinois,"66,597",420.15,157.9,72.3
Winnebago,Illinois,"282,572",513.36,575.2,245.4
Woodford,Illinois,"38,459",527.8,73.3,28.7
Adams,Indiana,"35,777",339.03,101.4,38.4
Allen,Indiana,"379,299",657.31,540.6,231.5
Bartholomew,Indiana,"83,779",406.91,188.7,81.3
Benton,Indiana,"8,748",406.42,21.8,9.7
Blackford,Indiana,"11,758",165.08,77.3,36.7
Boone,Indiana,"67,843",422.91,133.9,53.8
Brown,Indiana,"15,092",311.98,48.9,26.6
Carroll,Indiana,"20,257",372.22,54.1,25.4
Cass,Indiana,"37,689",412.15,94.5,40
Clark,Indiana,"118,302",372.86,295.6,128.1
Clay,Indiana,"26,225",357.54,75.2,32.7
Clinton,Indiana,"32,399",405.07,82,32.9
Crawford,Indiana,"10,577",305.64,35.1,18.1
Daviess,Indiana,"33,351",429.49,73.7,29
Dearborn,Indiana,"49,458",305.03,164.1,66.1
Decatur,Indiana,"26,559",372.57,69.1,30.1
DeKalb,Indiana,"43,475",362.82,116.4,48.4
Delaware,Indiana,"114,135",392.12,300.1,133.5
Dubois,Indiana,"42,736",427.27,98,40.7
Elkhart,Indiana,"206,341",463.17,426.5,167.9
Fayette,Indiana,"23,102",215.01,112.9,50.7
Floyd,Indiana,"78,522",147.93,504.1,216.1
Fountain,Indiana,"16,346",395.66,43.6,19.9
Franklin,Indiana,"22,758",384.43,60.1,24.8
Fulton,Indiana,"19,974",368.39,56.6,26.4
Gibson,Indiana,"33,659",487.49,68.7,30
Grant,Indiana,"65,769",414.07,169.2,73.5
Greene,Indiana,"31,922",542.49,61.1,28
Hamilton,Indiana,"338,011",394.27,696.4,270.8
Hancock,Indiana,"78,168",306.02,228.8,91.9
Harrison,Indiana,"40,515",484.52,81.2,34.1
Hendricks,Indiana,"170,311",406.91,357.4,136.3
Henry,Indiana,"47,972",391.88,126.2,54.3
Howard,Indiana,"82,544",293.06,282.4,132
Huntington,Indiana,"36,520",382.65,97,41.3
Jackson,Indiana,"44,231",509.31,83.2,35.7
Jasper,Indiana,"33,562",559.62,59.8,23.5
Jay,Indiana,"20,436",383.91,55.4,24
Jefferson,Indiana,"32,308",360.63,89.9,39.7
Jennings,Indiana,"27,735",376.58,75.7,32
Johnson,Indiana,"158,167",320.43,435.8,176.8
Knox,Indiana,"36,594",516.03,74.5,33
Kosciusko,Indiana,"79,456",531.38,145.6,69.7
LaGrange,Indiana,"39,614",379.62,97.8,37.1
Lake,Indiana,"485,493",498.96,994.1,418.4
LaPorte,Indiana,"109,888",598.3,186.3,81
Lawrence,Indiana,"45,370",449.17,102.7,46.9
Madison,Indiana,"129,569",451.92,291.3,130.7
Marion,Indiana,"964,582",396.3,2279.6,1054.4
Marshall,Indiana,"46,258",443.63,106.1,44.7
Martin,Indiana,"10,255",335.74,30.8,14.3
Miami,Indiana,"35,516",373.84,98.7,41.4
Monroe,Indiana,"148,431",394.51,349.7,149.8
Montgomery,Indiana,"38,338",504.61,75.6,32.8
Morgan,Indiana,"70,489",403.97,170.5,68.7
Newton,Indiana,"13,984",401.76,35.5,15
Noble,Indiana,"47,744",410.84,115.7,48.9
Ohio,Indiana,"5,875",86.14,71.1,32.3
Orange,Indiana,"19,646",398.39,49.8,23
Owen,Indiana,"20,799",385.29,56,26.2
Parke,Indiana,"16,937",444.66,39,18.2
Perry,Indiana,"19,169",381.73,50.7,22.3
Pike,Indiana,"12,389",334.24,38.4,17.2
Porter,Indiana,"170,389",418.15,393,158.3
Posey,Indiana,"25,427",409.57,63.3,27.4
Pulaski,Indiana,"12,353",433.65,30.9,14
Putnam,Indiana,"37,576",480.53,79,30.6
Randolph,Indiana,"24,665",452.38,57.9,26
Ripley,Indiana,"28,324",446.43,64.6,26.8
Rush,Indiana,"16,581",408.12,42.6,18.4
St. Joseph,Indiana,"271,826",457.85,583,250.8
Scott,Indiana,"23,873",190.4,127,54.8
Shelby,Indiana,"44,729",411.15,108.1,46.4
Spencer,Indiana,"20,277",396.74,52.8,22.4
Starke,Indiana,"22,995",309.13,75.6,35.5
Steuben,Indiana,"34,594",308.94,110.7,62.7
Sullivan,Indiana,"20,669",447.14,48,20
Switzerland,Indiana,"10,751",220.63,48.1,22.5
Tippecanoe,Indiana,"195,732",499.81,345.7,142.2
Tipton,Indiana,"15,148",260.54,61.2,26.9
Union,Indiana,"7,054",161.22,46.6,20.1
Vanderburgh,Indiana,"181,451",233.48,769.7,355.5
Vermillion,Indiana,"15,498",256.88,63.1,29.1
Vigo,Indiana,"107,038",403.31,267.4,114.1
Wabash,Indiana,"30,996",412.43,79.7,34.4
Warren,Indiana,"8,265",364.68,23.3,10.1
Warrick,Indiana,"62,998",384.82,155.1,62.9
Washington,Indiana,"28,036",513.73,55,23.8
Wayne,Indiana,"65,884",401.74,171.5,77.8
Wells,Indiana,"28,296",368.09,75.1,31.7
White,Indiana,"24,102",505.12,48.8,25.7
Whitley,Indiana,"33,964",335.57,99.2,42.6
Adair,Iowa,"7,152",569.27,13.5,6.5
Adams,Iowa,"3,602",423.44,9.5,4.7
Allamakee,Iowa,"13,687",639.08,22.4,11.9
Appanoose,Iowa,"12,426",497.29,25.9,13.3
Audubon,Iowa,"5,496",442.96,13.8,6.7
Benton,Iowa,"25,645",716.26,36.4,15.5
Black Hawk,Iowa,"131,228",565.77,231.7,98.8
Boone,Iowa,"26,234",571.57,46,20.6
Bremer,Iowa,"25,062",435.48,55.7,22.8
Buchanan,Iowa,"21,175",571.02,36.7,15.7
Buena Vista,Iowa,"19,620",574.91,35.2,14.3
Butler,Iowa,"14,439",580.13,25.6,11.5
Calhoun,Iowa,"9,668",569.97,17,9
Carroll,Iowa,"20,165",569.44,36.6,16.5
Cass,Iowa,"12,836",564.27,24.7,11.7
Cedar,Iowa,"18,627",579.44,31.9,13.9
Cerro Gordo,Iowa,"42,450",568.31,77.7,39
Cherokee,Iowa,"11,235",576.91,20.9,10
Chickasaw,Iowa,"11,933",504.38,24.7,11.3
Clarke,Iowa,"9,395",431.17,21.5,9.5
Clay,Iowa,"16,016",567.24,29.4,14.2
Clayton,Iowa,"17,549",778.54,23.3,11.6
Clinton,Iowa,"46,429",694.91,70.7,31.3
Crawford,Iowa,"16,820",714.19,23.9,9.7
Dallas,Iowa,"93,453",588.45,112.4,46.3
Davis,Iowa,"9,000",502.19,17.4,7.2
Decatur,Iowa,"7,870",531.88,15.9,7.2
Delaware,Iowa,"17,011",577.76,30.7,13.9
Des Moines,Iowa,"38,967",416.12,96.9,44.5
Dickinson,Iowa,"17,258",380.61,43.8,33.8
Dubuque,Iowa,"97,311",608.3,154,64
Emmet,Iowa,"9,208",395.88,26,12
Fayette,Iowa,"19,650",730.81,28.6,13.1
Floyd,Iowa,"15,642",500.63,32.6,15
Franklin,Iowa,"10,070",581.97,18.4,8.4
Fremont,Iowa,"6,960",511.15,14.6,6.7
Greene,Iowa,"8,888",569.57,16.4,8
Grundy,Iowa,"12,232",501.86,24.8,11
Guthrie,Iowa,"10,689",590.62,18.5,9.7
Hamilton,Iowa,"14,773",576.75,27.2,12.5
Hancock,Iowa,"10,630",571,19.9,9.3
Hardin,Iowa,"16,846",569.31,30.8,14.4
Harrison,Iowa,"14,049",696.85,21.4,9.7
Henry,Iowa,"19,954",434.33,46.4,19.1
Howard,Iowa,"9,158",473.25,20.2,9.2
Humboldt,Iowa,"9,558",434.35,22.6,10.8
Ida,Iowa,"6,860",431.51,16.4,7.9
Iowa,Iowa,"16,184",586.46,27.9,12.4
Jackson,Iowa,"19,439",636.04,31.2,14.8
Jasper,Iowa,"37,185",730.42,50.4,22.2
Jefferson,Iowa,"18,295",435.51,38.7,17.4
Johnson,Iowa,"151,140",614.04,213.1,91.1
Jones,Iowa,"20,681",575.62,35.9,15.5
Keokuk,Iowa,"10,246",579.18,18.1,8.5
Kossuth,Iowa,"14,813",972.72,16,7.7
Lee,Iowa,"33,657",517.52,69.3,31.3
Linn,Iowa,"226,706",716.88,294.6,128.7
Louisa,Iowa,"11,035",401.77,28.3,12.5
Lucas,Iowa,"8,600",430.59,20.7,9.8
Lyon,Iowa,"11,755",587.65,19.7,8.2
Madison,Iowa,"16,338",561.01,27.9,11.7
Mahaska,Iowa,"22,095",570.86,39.2,17.1
Marion,Iowa,"33,253",554.53,60.1,25.1
Marshall,Iowa,"39,369",572.5,71,29.4
Mills,Iowa,"15,109",437.44,34.4,14
Mitchell,Iowa,"10,586",469.13,23,10.3
Monona,Iowa,"8,615",694.07,13.3,6.8
Monroe,Iowa,"7,707",433.72,18.4,9
Montgomery,Iowa,"9,917",424.1,25.3,12.4
Muscatine,Iowa,"42,664",437.47,97.7,40.9
O'Brien,Iowa,"13,753",573.04,25.1,11.6
Osceola,Iowa,"5,958",398.68,16.2,7.5
Page,Iowa,"15,107",534.94,29.8,13.4
Palo Alto,Iowa,"8,886",563.84,16.7,8.2
Plymouth,Iowa,"25,177",862.89,29,12.2
Pocahontas,Iowa,"6,619",577.24,12.7,6.6
Polk,Iowa,"490,161",573.79,750.5,317.6
Pottawattamie,Iowa,"93,206",950.28,98,41.4
Poweshiek,Iowa,"18,504",584.93,32.3,15.3
Ringgold,Iowa,"4,894",535.5,9.6,4.9
Sac,Iowa,"9,721",575.01,18,9.4
Scott,Iowa,"172,943",458.09,360.7,156.8
Shelby,Iowa,"11,454",590.78,20.6,9.4
Sioux,Iowa,"34,855",768.33,43.9,16
Story,Iowa,"97,117",572.82,156.3,64.2
Tama,Iowa,"16,854",721.01,24.6,10.8
Taylor,Iowa,"6,121",531.9,11.9,5.8
Union,Iowa,"12,241",423.65,29.6,14
Van Buren,Iowa,"7,044",484.79,15.6,7.6
Wapello,Iowa,"34,969",431.83,82.5,37.3
Warren,Iowa,"51,466",569.83,81.1,32.2
Washington,Iowa,"21,965",568.84,38.2,16.7
Wayne,Iowa,"6,441",525.44,12.2,6.1
Webster,Iowa,"35,904",715.62,53.1,23.8
Winnebago,Iowa,"10,354",400.49,27.1,13
Winneshiek,Iowa,"19,991",689.87,30.5,12.6
Woodbury,Iowa,"103,107",872.83,117.1,47.5
Worth,Iowa,"7,381",400.12,19,8.9
Wright,Iowa,"12,562",580.42,22.8,11.2
Allen,Kansas,"12,369",500.3,26.7,12.4
Anderson,Kansas,"7,858",579.65,14,6.4
Atchison,Kansas,"16,073",431.17,39.3,16.2
Barber,Kansas,"4,427",1134.07,4.3,2.4
Barton,Kansas,"25,779",895.4,30.9,14.2
Bourbon,Kansas,"14,534",635.47,23.9,11.3
Brown,Kansas,"9,564",570.87,17.5,8.4
Butler,Kansas,"66,911",1429.86,46.1,18.2
Chase,Kansas,"2,648",773.06,3.6,1.9
Chautauqua,Kansas,"3,250",638.88,5.7,3.4
Cherokee,Kansas,"19,939",587.57,36.8,16.8
Cheyenne,Kansas,"2,657",1019.89,2.7,1.5
Clark,Kansas,"1,994",974.63,2.3,1.2
Clay,Kansas,"8,002",645.3,13.2,6.3
Cloud,Kansas,"8,786",715.34,13.3,6.5
Coffey,Kansas,"8,179",626.95,13.7,6.3
Comanche,Kansas,"1,700",788.3,2.4,1.3
Cowley,Kansas,"34,908",1125.75,32.3,14.2
Crawford,Kansas,"38,818",589.76,66.4,30.2
Decatur,Kansas,"2,827",893.52,3.3,2
Dickinson,Kansas,"18,466",847.07,23.3,10.6
Doniphan,Kansas,"7,600",393.41,20.2,9.1
Douglas,Kansas,"122,259",455.87,243.1,102.5
Edwards,Kansas,"2,798",621.89,4.9,2.6
Elk,Kansas,"2,530",644.26,4.5,2.7
Ellis,Kansas,"28,553",899.91,31.6,14.3
Ellsworth,Kansas,"6,102",715.85,9.1,4.5
Finney,Kansas,"36,467",1301.97,28.2,10.2
Ford,Kansas,"33,619",1098.27,30.8,10.9
Franklin,Kansas,"25,544",571.76,45.5,19.5
Geary,Kansas,"31,670",384.62,89.3,37.7
Gove,Kansas,"2,636",1071.66,2.5,1.3
Graham,Kansas,"2,482",898.52,2.9,1.7
Grant,Kansas,"7,150",574.8,13.6,5.1
Gray,Kansas,"5,988",868.87,6.9,2.7
Greeley,Kansas,"1,232",778.45,1.6,0.8
Greenwood,Kansas,"5,982",1143.3,5.9,3.6
Hamilton,Kansas,"2,539",996.51,2.7,1.2
Harper,Kansas,"5,436",801.27,7.5,3.9
Harvey,Kansas,"34,429",539.75,64.3,26.9
Haskell,Kansas,"3,968",577.52,7.4,2.9
Hodgeman,Kansas,"1,794",859.99,2.2,1.1
Jackson,Kansas,"13,171",656.22,20.5,8.8
Jefferson,Kansas,"19,043",532.57,35.9,15.3
Jewell,Kansas,"2,879",909.78,3.4,2.2
Johnson,Kansas,"602,401",473.37,1149.6,478.6
Kearny,Kansas,"3,838",870.54,4.6,1.8
Kingman,Kansas,"7,152",863.36,9.1,4.4
Kiowa,Kansas,"2,475",722.64,3.5,1.7
Labette,Kansas,"19,618",645.29,33.5,15.6
Lane,Kansas,"1,535",717.46,2.4,1.4
Leavenworth,Kansas,"81,758",462.83,164.7,62
Lincoln,Kansas,"2,962",719.4,4.5,2.6
Linn,Kansas,"9,703",594.06,16.3,9.2
Logan,Kansas,"2,794",1072.99,2.6,1.3
Lyon,Kansas,"33,195",847.47,39.8,18
McPherson,Kansas,"28,542",898.27,32.5,14.2
Marion,Kansas,"11,884",944.29,13.4,6.3
Marshall,Kansas,"9,707",900.18,11.2,5.4
Meade,Kansas,"4,033",978.09,4.7,2
Miami,Kansas,"34,237",575.66,57,22.9
Mitchell,Kansas,"5,979",701.79,9.1,4.7
Montgomery,Kansas,"31,829",643.53,55.1,25.8
Morris,Kansas,"5,620",695.28,8.5,4.6
Morton,Kansas,"2,587",729.73,4.4,2
Nemaha,Kansas,"10,231",717.43,14.2,6.4
Neosho,Kansas,"16,007",571.47,28.9,13.1
Ness,Kansas,"2,750",1074.75,2.9,1.6
Norton,Kansas,"5,361",878.13,6.5,2.9
Osage,Kansas,"15,949",705.52,23.1,10.6
Osborne,Kansas,"3,421",892.5,4.3,2.5
Ottawa,Kansas,"5,704",720.73,8.5,3.9
Pawnee,Kansas,"6,414",754.26,9.2,4.2
Phillips,Kansas,"5,234",885.88,6.4,3.4
Pottawatomie,Kansas,"24,383",841.02,25.7,10.3
Pratt,Kansas,"9,164",735.04,13.1,6.1
Rawlins,Kansas,"2,530",1069.42,2.4,1.4
Reno,Kansas,"61,998",1255.35,51.4,22.5
Republic,Kansas,"4,636",717.37,6.9,4
Rice,Kansas,"9,537",726.24,13.9,6.3
Riley,Kansas,"74,232",609.77,116.6,46.3
Rooks,Kansas,"4,920",890.53,5.8,3.1
Rush,Kansas,"3,036",717.76,4.6,2.6
Russell,Kansas,"6,856",886.26,7.9,4.4
Saline,Kansas,"54,224",720.22,77.2,33.5
Scott,Kansas,"4,823",717.54,6.9,3.1
Sedgwick,Kansas,"516,042",997.51,499.6,212.1
Seward,Kansas,"21,428",639.5,35.9,12.6
Shawnee,Kansas,"176,875",544.02,327.1,145.5
Sheridan,Kansas,"2,521",895.96,2.9,1.4
Sherman,Kansas,"5,917",1056.07,5.7,3
Smith,Kansas,"3,583",895.46,4.3,2.5
Stafford,Kansas,"4,156",792.05,5.6,2.9
Stanton,Kansas,"2,006",680.35,3.3,1.5
Stevens,Kansas,"5,485",727.29,7.9,3.2
Sumner,Kansas,"22,836",1181.94,20.4,9.2
Thomas,Kansas,"7,777",1074.69,7.4,3.3
Trego,Kansas,"2,803",889.48,3.4,1.9
Wabaunsee,Kansas,"6,931",794.3,8.9,4.1
Wallace,Kansas,"1,518",913.65,1.6,0.9
Washington,Kansas,"5,406",894.76,6.5,3.3
Wichita,Kansas,"2,119",718.57,3.1,1.5
Wilson,Kansas,"8,525",570.42,16.5,8.2
Woodson,Kansas,"3,138",497.82,6.6,4.1
Wyandotte,Kansas,"165,429",151.6,1039,440.3
Adair,Kentucky,"19,202",405.28,46,21.1
Allen,Kentucky,"21,315",344.34,58,27
Anderson,Kentucky,"22,747",201.83,106.1,45.2
Ballard,Kentucky,"7,888",246.66,33.4,15.8
Barren,Kentucky,"44,249",487.54,86.5,39.4
Bath,Kentucky,"12,500",278.79,41.6,19.4
Bell,Kentucky,"26,032",359,79.9,36.6
Boone,Kentucky,"133,581",246.36,482.3,187.3
Bourbon,Kentucky,"19,788",289.72,69,30.8
Boyd,Kentucky,"46,718",159.86,309.9,136.4
Boyle,Kentucky,"30,060",180.17,157.8,68.3
Bracken,Kentucky,"8,303",205.61,41.3,18.7
Breathitt,Kentucky,"12,630",492.41,28.2,12.7
Breckinridge,Kentucky,"20,477",567.17,35.4,18.7
Bullitt,Kentucky,"81,676",297.02,250.2,98.7
Butler,Kentucky,"12,879",426.09,29.8,13.8
Caldwell,Kentucky,"12,747",344.79,37.7,18.2
Calloway,Kentucky,"39,001",385.02,96.6,46.9
Campbell,Kentucky,"93,584",151.31,597,261.2
Carlisle,Kentucky,"4,760",189.43,26.9,12.9
Carroll,Kentucky,"10,631",128.57,84.1,36.5
Carter,Kentucky,"26,797",409.5,67.7,30.1
Casey,Kentucky,"16,159",444.23,35.9,16.9
Christian,Kentucky,"70,461",717.5,103.1,41.1
Clark,Kentucky,"36,263",252.46,141.1,62.2
Clay,Kentucky,"19,901",469.25,46.3,18.9
Clinton,Kentucky,"10,218",197.25,52.1,26.9
Crittenden,Kentucky,"8,806",359.95,25.9,12.7
Cumberland,Kentucky,"6,614",305.18,22.5,12.1
Daviess,Kentucky,"101,511",458.35,210.9,90.4
Edmonson,Kentucky,"12,150",302.88,40.2,21.4
Elliott,Kentucky,"7,517",234.32,33.5,14.4
Estill,Kentucky,"14,106",253.08,58,27.1
Fayette,Kentucky,"323,152",283.65,1042.8,476.5
Fleming,Kentucky,"14,581",348.54,41.2,19
Floyd,Kentucky,"35,589",393.34,100.3,46.2
Franklin,Kentucky,"50,991",207.75,237.2,111.5
Fulton,Kentucky,"5,969",205.5,33.2,16.4
Gallatin,Kentucky,"8,869",101.23,84.8,37.4
Garrard,Kentucky,"17,666",230.08,73.5,32.4
Grant,Kentucky,"25,069",257.96,95.6,38.5
Graves,Kentucky,"37,266",551.74,67.3,30.4
Grayson,Kentucky,"26,427",496.7,51.8,27.3
Green,Kentucky,"10,941",286.03,39.4,18.6
